id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,restUjohnson,restVjohnson
5758,53.1705479,-27.8832202,0.0190838,0.01954,2.1806,1.94573,2,0.15474,0.094297,0.0,0.00436675,0.0194832,,,-1,0.8327,-1.0,3,0.8327,8.29,-99.0,-99.0,0.027829,0.95,0.0190838,0.00021401,-4.0512,-1.9742,0.348,-14.799112,-15.878715
-99,53.056935,-27.8831017,0.0,0.0,8.0,46.4897,2,0.018,0.0853627,0.8,-99.0,-0.000247745,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-20.050588,-13.274099
5794,53.0796031,-27.8829571,0.0103652,0.01472,6.6349,9.69654,0,0.193794,0.194054,0.1,0.0168471,0.0540472,,,-1,0.6425,-1.0,3,0.6425,7.08,-99.0,-99.0,0.016014,0.5,0.0103652,0.000214549,-1.05309,-1.379,0.862,-13.535545,-14.574892
5805,53.1490472,-27.8828747,0.0239106,0.0494,6.5343,10.2948,2,0.034596,0.04422,0.0,0.00836891,0.0211738,,,-1,0.6613,-1.0,3,0.6613,6.88,-99.0,-99.0,0.0062286,0.78,0.0239106,0.00254261,-2.78306,-1.0677,0.969,-14.030337,-14.943887
5845,53.1180701,-27.8825345,0.0145364,0.02186,8.0,10.3865,2,0.735714,0.693975,0.2,0.0146945,0.0442627,,,-1,0.7607,-1.0,3,0.7607,7.12,0.1811,0.14726,0.033844,0.56,0.0145364,0.00136934,-1.40504,-1.2301,0.925,-13.762681,-14.538171
5879,53.223316,-27.882275,0.0976876,0.1084,4.8828,4.1238,0,0.070482,0.0450246,0.0,0.042402,0.0649397,,,-1,0.9833,-1.0,3,0.9833,7.98,0.59272,0.51357,0.079149,0.9,0.0976876,0.00598603,-3.45996,-1.852,0.475,-15.967742,-16.559168
5896,53.1611561,-27.8822026,0.0599247,0.06071,0.3804,0.29174,0,0.147888,0.0510834,0.1,0.0405619,0.0752844,,,-1,0.6938,-1.0,3,0.6938,7.47,0.37092,0.31617,0.054751,0.81,0.0599247,0.00246372,-2.95951,-2.0528,0.268,-15.654733,-16.199635
5905,53.0535923,-27.8821206,0.0506009,0.04857,5.4177,7.18356,2,0.043386,0.0455152,0.0,-99.0,0.047334,,,-1,0.9756,-1.0,3,0.9756,7.96,-99.0,-99.0,0.074939,0.79,0.0506009,0.00171958,-2.84795,-2.1478,0.184,-15.446802,-16.206125
-99,53.1377773,-27.8820187,0.604437,0.5574,0.2,0.430978,2,0.432036,0.399332,0.8,0.0140761,0.0194124,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.89,0.604437,0.0593907,-133.881,-1.8611,0.69,-17.738681,-18.115323
-99,53.2367184,-27.881889,0.0,0.0,2.2348,18473.3,2,0.718944,3588.21,0.8,-0.000257861,0.00248144,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-16.678755,-17.927951
5944,53.0507552,-27.881842,0.912564,1.296,0.2,0.377761,2,0.345144,0.198822,0.4,-99.0,0.0845186,,,-1,0.9416,-1.0,3,0.9416,8.35,-99.0,-99.0,0.20534,1.45,0.912564,0.102786,-20.5882,-1.4548,0.82,-17.991506,-18.336222
5953,53.2580371,-27.8817279,0.00503414,8.277,0.354,0.483034,0,0.230754,0.131905,0.0,0.00991816,0.0514031,,,-1,0.8048,-1.0,3,0.8048,8.13,0.35318,0.33728,0.015902,0.75,0.00503414,0.00532112,-2.56779,3.9143,1.462,-14.436063,-15.970438
5969,53.1158665,-27.8817294,0.0032014,0.005812,1.39,1.66279,2,0.106824,0.0778744,0.0,0.00600767,0.0508924,,,-1,0.5578,-1.0,3,0.5578,7.55,-99.0,-99.0,0.01326,0.33,0.0032014,0.000133479,-0.339298,-1.1447,0.951,-12.429713,-13.558381
-99,53.20545,-27.8813333,5.84901,51.57,0.2,1630.18,2,0.018,71.2341,0.8,-0.000414796,-0.00270413,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,6.12,5.84901,1.05014,-0.0,0.181,1.254,-19.367668,-19.509048
6075,53.1911969,-27.881091,0.00645456,0.06051,8.0,7.41604,2,0.63951,0.436954,0.0,0.0316015,0.110695,,,-1,0.6111,-1.0,3,0.6111,7.65,-99.0,-99.0,0.024594,0.3,0.00645456,0.00113512,-0.26417,0.249,1.283,-12.949066,-14.076649
-99,53.1169291,-27.8810983,33.8861,33.72,0.2841,2291.72,2,0.018,71.7042,0.8,-0.00242788,-0.000267469,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.2901,33.8861,0.854235,-0.0,-2.0682,0.253,-18.702284,-21.57798
-99,53.0823945,-27.8810846,0.906929,1.105,0.6261,1.28023,2,0.037998,0.0417253,0.8,0.00985636,0.0239676,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.88,0.906929,0.0128277,-131.509,-1.5806,0.732,-18.002393,-18.313954
6076,53.1725301,-27.8810682,0.181883,0.2468,6.2599,5.4517,0,0.19725,0.113123,0.0,0.0451946,0.0876448,,,-1,0.9025,-1.0,3,0.9025,7.68,0.12924,0.015132,0.11411,0.89,0.181883,0.00933428,-3.36959,-1.4607,0.816,-16.088083,-16.480029
-99,53.2439324,-27.8809403,0.222036,0.214,2.5508,13.4577,0,1.08976,3.80093,0.8,1.94412e-05,0.00715561,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.26,0.222036,0.0122717,-37.1262,-1.4975,1.137,-16.69467,-18.050205
6136,53.0918473,-27.8806353,6.83634,8.66,5.6464,6.76239,2,0.043134,0.0419104,0.0,-0.00344634,0.00721488,,,-1,0.6535,-1.0,3,0.6535,7.75,0.048226,0.043293,0.0049326,5.8,6.83634,0.22424,-0.0,-1.5058,0.812,-19.671162,-19.630171
-99,53.14941,-27.8803849,8.48846,112.8,0.2,1.16149,2,0.040824,0.111915,0.8,-0.00526419,-0.00347703,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,4.6,8.48846,6.07644,-0.0,1.0901,2.44,-18.870339,-18.131134
6202,53.1807553,-27.8801817,0.0677816,0.5097,0.2,0.277842,2,0.22695,0.145159,0.0,0.0133173,0.0410059,,,-1,0.8664,-1.0,3,0.8664,7.28,-99.0,-99.0,0.034192,0.72,0.0677816,0.0127227,-2.3487,0.0104,1.185,-14.93872,-15.761421
-99,53.1125493,-27.8800935,0.0,0.0,2.4892,13845.1,2,0.389082,1537.82,0.8,0.000779326,-0.0167918,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-17.92319,-17.675431
6231,53.207367,-27.8800026,0.0146275,0.02087,8.0,11.1331,2,0.02925,0.0324341,0.0,0.0110207,0.0389246,,,-1,0.825,-1.0,3,0.825,7.31,-99.0,-99.0,0.025286,0.62,0.0146275,0.000886274,-1.75737,-1.3093,0.895,-13.805074,-14.759112
6261,53.1790816,-27.8798728,0.0179374,0.0239,0.4872,0.385004,0,0.059256,0.0230464,1.1,0.0129902,0.0381933,,,-1,0.7478,-1.0,3,0.7478,7.55,-99.0,-99.0,0.024601,0.65,0.0179374,0.00247414,-1.91056,-1.5699,0.74,-14.095486,-15.067882
-99,53.1490377,-27.8797171,0.207782,0.2626,0.2,1570.82,2,1.06499,2741.1,0.8,-0.0013885,-0.00303337,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,1.92,0.207782,0.0319557,-22.4295,-1.6592,0.679,-14.973185,-16.923448
6349,53.1752051,-27.8793409,0.0485567,0.1725,3.6023,3.61271,2,19.2491,14.3691,0.0,0.0945906,0.196174,,,-1,0.7705,-1.0,3,0.7705,7.69,-99.0,-99.0,0.11911,0.36,0.0485567,0.0098302,-0.428124,-0.6689,1.025,-14.58409,-15.150496
6403,53.1387838,-27.8790393,6.84205,5.601,4.6338,3.02596,2,0.032574,0.0169989,0.0,0.00182036,0.0129762,,,-1,0.7116,-1.0,3,0.7116,8.19,0.42456,0.42261,0.0019563,5.61,6.84205,3.00063,-0.0,-1.5787,0.752,-19.733148,-20.510029
6442,53.2111106,-27.8788457,0.0653472,0.2321,0.2,0.10146,2,0.229176,0.0462856,0.0,0.0479797,0.170087,,,-1,0.6612,-1.0,3,0.6612,7.8,0.35181,0.27166,0.080152,0.47,0.0653472,0.0132294,-0.891083,-0.6689,1.025,-14.73129,-15.6834
6455,53.0750063,-27.8787616,0.357771,0.3208,0.2,0.388399,2,0.186606,0.171266,0.0,0.0356038,0.0302043,,,-1,0.7195,-1.0,3,0.7195,7.35,-99.0,-99.0,0.011153,2.22,0.357771,0.00967698,-34.9049,-2.1874,0.153,-17.254619,-17.891272
6487,53.0624095,-27.8786295,0.894109,1.516,0.4348,0.694693,0,0.139536,0.113011,0.0,0.0115755,0.0286118,,,-1,0.7282,-1.0,3,0.7282,7.01,-99.0,-99.0,0.021827,2.83,0.894109,0.111867,-120.362,-1.2635,0.913,-17.759742,-18.430631
6506,53.2644681,-27.8784676,0.0674412,0.09623,1.1647,1.18469,0,0.335592,0.201523,0.8,-99.0,0.0581585,,,-1,0.6156,-1.0,3,0.6156,7.62,0.25682,0.22376,0.033066,0.73,0.0674412,0.00788789,-2.42058,-1.4524,0.821,-15.062515,-16.009024
6515,53.1142582,-27.8785068,0.144929,0.2178,0.7052,0.567266,0,0.114414,0.0416342,0.0,0.0279974,0.0591294,,,-1,0.9535,-1.0,3,0.9535,8.17,0.27812,0.19717,0.080956,0.97,0.144929,0.00640456,-4.35033,-1.3336,0.884,-15.922791,-16.585781
6532,53.2260026,-27.8783579,0.0135779,0.01708,0.2209,0.354039,2,0.131748,0.0980621,0.0,0.0136975,0.041228,,,-1,0.9307,-1.0,3,0.9307,8.0,-99.0,-99.0,0.026958,0.7,0.0135779,0.00189754,-2.21081,-1.6758,0.651,-14.524887,-15.299932
6543,53.1642135,-27.8783161,0.181229,0.8577,1.5486,1.48162,0,0.592812,0.376446,0.0,0.010443,0.0512482,,,-1,0.7434,-1.0,3,0.7434,7.38,-99.0,-99.0,0.072929,0.92,0.181229,0.0363577,-3.66947,-0.4279,1.062,-15.849256,-16.254143
6593,53.1025979,-27.8780766,0.0410724,0.06368,2.4468,2.0134,0,0.111828,0.0557211,0.0,0.0211307,0.0881822,,,-1,0.6469,-1.0,3,0.6469,7.61,0.11012,0.087313,0.022803,0.7,0.0410724,0.00728272,-2.21081,-1.3974,0.853,-15.15426,-16.05265
6605,53.154443,-27.8780461,7.34323,6.615,0.9403,0.627397,0,0.115992,0.0490676,0.2,-0.00091274,0.0366654,,,-1,0.9048,-1.0,3,0.9048,8.01,0.40327,0.39031,0.012951,4.77,7.34323,3.44704,-0.0,-1.3817,0.899,-19.481701,-19.310853
6604,53.214024,-27.8780028,2.37934,2.82,0.2,0.209363,2,0.14478,0.0699278,0.2,0.0679783,0.0793136,,,-1,0.7886,-1.0,3,0.7886,7.28,-99.0,-99.0,0.065277,2.67,2.37934,0.179227,-85.1776,-1.688,0.651,-18.930223,-19.154973
6631,53.1282064,-27.8779498,0.00439723,0.004469,0.8205,0.512402,0,0.173376,0.0532343,0.3,0.0788457,0.1597,,,-1,0.6248,-1.0,3,0.6248,7.58,0.37202,0.30482,0.067194,0.2,0.00439723,0.000101148,-0.094367,-2.2496,0.0,-12.838198,-13.67884
6649,53.1718028,-27.8778909,0.0870827,0.08628,0.7113,0.65506,0,0.44358,0.183601,0.1,0.0271499,0.0570291,,,-1,0.9982,-1.0,3,0.9982,7.92,0.21923,0.11771,0.10152,0.94,0.0870827,9.77782e-05,-3.91523,-2.0368,0.283,-16.032493,-16.721513
6629,53.1733374,-27.8778278,0.449065,0.6507,8.0,9.82053,2,0.346218,0.303186,0.0,0.0523434,0.0490698,,,-1,0.8271,-1.0,3,0.8271,6.85,0.29212,0.22404,0.068077,1.35,0.449065,0.0546472,-17.0681,-1.4366,0.831,-16.824337,-17.05835
-99,53.0804712,-27.8776685,16.8903,107.1,7.8062,45423.6,2,0.07905,386.227,0.8,-0.00032682,-0.00200338,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.5501,16.8903,3.28031,-0.0,-0.1609,1.127,-20.182253,-20.611473
6685,53.0744904,-27.8775546,0.0413622,0.06399,0.604,0.432263,0,0.097584,0.0373627,0.1,-0.00505596,0.0153691,,,-1,0.9673,-1.0,3,0.9673,8.35,0.91153,0.90071,0.010823,1.29,0.0413622,0.00732469,-13.8767,-1.3999,0.851,-15.811324,-17.081138
6697,53.2173537,-27.8774605,0.141774,0.1636,8.0,5.11932,2,0.419052,0.20041,0.0,0.0558553,0.107586,,,-1,0.8913,-1.0,3,0.8913,7.82,0.53168,0.36735,0.16433,0.84,0.141774,0.00123978,-3.08101,-1.6474,0.676,-16.20041,-16.63921
6790,53.0497741,-27.8770424,0.475182,0.5213,0.6374,0.893273,2,0.385242,0.166316,0.0,-99.0,-99.0,,,-1,0.7878,-1.0,3,0.7878,8.02,-99.0,-99.0,0.15697,1.59,0.475182,0.0272977,-22.5509,-1.8648,0.466,-17.443784,-17.781464
-99,53.2449246,-27.8766269,0.0,0.0,3.2353,14.5029,2,0.0285,0.100864,0.8,0.00106331,-0.00251769,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-17.850345,-15.044956
-99,53.2479171,-27.8765278,10.2039,8.988,6.9314,31.9395,2,0.027966,0.10495,0.8,-0.00373374,2.16813e-05,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.7601,10.2039,1.54604,-0.0,-1.2156,1.479,-19.724932,-20.228761
6922,53.0690239,-27.8762651,0.110567,0.1616,0.2,0.186357,2,0.157062,0.0686136,0.5,0.0171544,0.0550924,,,-1,0.8566,-1.0,3,0.8566,7.65,0.25886,0.21527,0.043597,0.92,0.110567,0.00250126,-3.66947,-1.3477,0.878,-15.592867,-16.084189
6933,53.1522382,-27.876268,6.20326,12.37,2.223,1.30786,0,0.165042,0.065823,0.0,-0.00200892,0.0362341,,,-1,0.763,-1.0,3,0.763,7.96,0.30807,0.30482,0.0032462,4.99,6.20326,0.890871,-0.0,-1.1208,0.957,-19.752762,-19.956976
6934,53.1702108,-27.8762425,0.0555928,0.06563,0.6051,0.548799,0,0.152526,0.0724264,0.0,0.0187274,0.0413454,,,-1,0.7515,-1.0,3,0.7515,7.35,-99.0,-99.0,0.040814,0.81,0.0555928,0.004524,-2.95951,-1.729,0.601,-15.118472,-15.62961
6966,53.075224,-27.8760909,0.071771,0.09324,0.8646,0.547117,0,0.193158,0.0707389,0.0,0.0232059,0.0697322,,,-1,0.7735,-1.0,3,0.7735,7.65,0.32978,0.28775,0.042032,0.75,0.071771,0.00826311,-2.56779,-1.5871,0.727,-15.223774,-15.821013
6971,53.0958347,-27.8760547,0.0188123,0.03858,2.3292,1.75701,2,0.08631,0.0490217,0.7,0.00700071,0.0395175,,,-1,0.6722,-1.0,3,0.6722,7.56,0.048424,0.029344,0.019079,0.68,0.0188123,0.0036628,-2.08269,-1.1246,0.956,-14.234343,-15.198338
7008,53.0899224,-27.8758566,1.08633,1.198,4.7652,6.58633,2,0.502128,0.487524,0.0,0.019154,0.0364531,,,-1,0.8681,-1.0,3,0.8681,7.48,-99.0,-99.0,0.027201,2.99,1.08633,0.0432665,-162.74,-1.8139,0.521,-18.419182,-19.08083
7019,53.1672871,-27.875779,0.0183139,0.02303,6.3094,5.68024,2,0.531216,0.348874,0.0,0.011934,0.0561816,,,-1,0.9296,-1.0,3,0.9296,7.69,0.50035,0.46253,0.037824,0.75,0.0183139,0.00255941,-2.56779,-1.6758,0.651,-14.837308,-15.59785
7063,53.1587809,-27.8756049,0.0361296,0.06657,1.7962,1.4563,0,0.073554,0.0407566,0.0,0.0107396,0.0341156,,,-1,0.7388,-1.0,3,0.7388,7.22,-99.0,-99.0,0.019639,0.92,0.0361296,0.00574595,-3.66947,-1.0011,0.982,-14.746642,-15.630803
7090,53.2509759,-27.875435,0.0266428,0.288,0.2,0.19045,2,0.150666,0.0654242,1.1,0.0301742,0.0919963,,,-1,0.601,-1.0,3,0.601,7.84,0.26377,0.22436,0.039414,0.36,0.0266428,0.00443179,-0.428124,0.4074,1.352,-13.481451,-14.566609
7097,53.1218067,-27.8754376,0.00297369,0.2705,3.9726,5.52553,2,0.527142,0.491793,0.0,-0.00213966,0.0543232,,,-1,0.613,-1.0,3,0.613,7.72,-99.0,-99.0,0.0011961,0.53,0.00297369,0.00162837,-1.22449,1.9181,1.462,-13.361863,-14.764284
7099,53.0592511,-27.8754064,0.320714,0.4054,0.3801,0.428628,0,0.162138,0.0872046,1.2,0.00187677,0.0169269,,,-1,0.9596,-1.0,3,0.9596,8.7,0.22559,0.21244,0.013155,2.02,0.320714,0.033351,-25.9199,-1.6216,0.698,-16.819249,-17.617945
7147,53.1212048,-27.8751405,0.00869607,0.01021,1.4371,1.3183,0,0.063324,0.0341313,0.8,0.0140427,0.0415913,,,-1,0.8291,-1.0,3,0.8291,7.49,0.77489,0.72614,0.048752,0.46,0.00869607,0.000604869,-0.840325,-1.7242,0.605,-13.335285,-14.209617
7151,53.1941833,-27.875086,0.0247968,0.03729,2.142,1.82855,0,0.345642,0.193376,0.0,0.0112703,0.0750495,,,-1,0.7343,-1.0,3,0.7343,7.32,0.73798,0.70636,0.031623,0.59,0.0247968,0.00233587,-1.5914,-1.2301,0.925,-14.374254,-15.120465
7197,53.1296283,-27.8749131,0.0564519,0.05778,0.2,0.194195,2,0.092766,0.0411896,0.0,0.0380527,0.0856408,,,-1,0.9738,-1.0,3,0.9738,7.79,0.72112,0.66421,0.056906,0.68,0.0564519,0.0027725,-2.08269,-2.0421,0.278,-15.372002,-15.913246
-99,53.1258511,-27.8748318,0.0149656,0.08226,1.2996,0.953945,1,1.01804,0.422041,0.8,0.144192,0.213931,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,0.21,0.0149656,0.00180885,-0.106516,-0.2504,1.101,-13.32794,-14.078075
-99,53.1719817,-27.874782,0.646319,0.8593,3.4116,9.17845,2,0.06084,0.135431,0.8,0.0106347,0.0229239,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.65,0.646319,0.0400533,-81.0618,-1.4982,0.792,-17.447542,-18.142932
7221,53.1740345,-27.8747297,0.149593,0.2865,3.803,4.97916,0,0.122664,0.121161,0.0,0.0182268,0.0246119,,,-1,0.9243,-1.0,3,0.9243,,0.14354,0.1144,0.029133,1.18,0.149593,0.0177784,-9.10998,-1.1428,0.951,-15.882078,-16.436478
7294,53.1334705,-27.8743983,0.0410198,0.2371,8.0,6.52967,2,0.710268,0.423141,0.0,0.0135811,0.0581284,,,-1,0.7687,-1.0,3,0.7687,7.66,0.5551,0.53176,0.023341,0.67,0.0410198,0.00807405,-2.02258,-0.2486,1.102,-14.629308,-15.701337
-99,53.1071314,-27.8743753,0.182544,0.1816,7.0049,27.3996,2,0.018,0.0572621,0.8,0.028438,0.0260167,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,1.45,0.182544,0.00460175,-20.5882,-2.0682,0.253,-16.325478,-16.522247
7369,53.0843072,-27.8740243,0.00997498,0.0216,0.2,0.241412,2,0.129618,0.0736448,0.0,0.0115579,0.0313477,,,-1,0.5338,-1.0,3,0.5338,7.27,0.11935,0.10765,0.011702,0.44,0.00997498,0.000335308,-0.743893,-0.9452,0.991,-12.959651,-13.586561
-99,53.06678,-27.8739947,0.466084,0.6202,8.0,119.045,2,0.018,0.218834,0.8,0.00626331,0.012844,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.61,0.466084,0.0429947,-73.2935,-1.4916,0.823,-16.961167,-17.952873
7478,53.1617389,-27.8738911,36.3418,79.76,0.6399,0.93205,1,1.08671,0.53316,0.2,-0.0229414,0.014748,,,-1,0.8469,-1.0,3,0.8469,8.85,-99.0,-99.0,0.0012238,7.4701,36.3418,5.04433,-0.0,-1.0337,0.976,-20.006224,-20.273875
7445,53.0712848,-27.8737194,0.0770581,0.08004,2.5396,1.78661,1,0.227454,0.0974708,0.0,0.0149161,0.0515075,,,-1,0.6945,-1.0,3,0.6945,7.32,0.36573,0.31405,0.051675,0.91,0.0770581,0.000328681,-3.5598,-1.9253,0.398,-15.674105,-16.166633
-99,53.2537601,-27.8735941,0.285167,0.3347,7.6112,22.1679,2,0.08883,0.203157,0.8,0.00719834,0.0161433,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.35,0.285167,0.00286241,-42.1616,-1.6407,0.682,-17.179699,-18.229835
7508,53.2162059,-27.8734507,0.00561408,0.5107,8.0,7.32416,2,1.78006,1.1623,0.0,0.0242017,0.156232,,,-1,0.6614,-1.0,3,0.6614,7.98,0.37739,0.34534,0.032047,0.45,0.00561408,0.00307423,-0.791259,1.9181,1.462,-14.163219,-15.499526
-99,53.1696477,-27.87338,3.93115,3.83,8.0,49181.7,2,0.018708,93.2353,0.8,-0.00450952,-0.000339677,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,4.7,3.93115,0.0214248,-0.0,-2.0848,0.237,-18.647423,-19.002413
7543,53.1706781,-27.8733106,0.0368933,0.03546,0.2,0.260378,2,0.153882,0.0937472,0.0,0.0163373,0.0319121,,,-1,0.6325,-1.0,3,0.6325,,0.1722,0.13862,0.033582,0.83,0.0368933,0.000443503,-3.04584,-2.1182,0.209,-14.913028,-15.148222
-99,53.0927933,-27.8732298,33.8632,13.51,8.0,109.303,2,24.0,233.264,0.8,-0.00246832,-0.000332439,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,8.7001,33.8632,0.289616,-0.0,-1.33,2.303,-20.324513,-21.760137
-99,53.0929411,-27.8732006,359.843,723.4,0.3754,2.84176,2,0.018,0.0664969,0.8,0.000118871,0.0012939,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.6401,359.843,0.882427,-0.0,0.4602,3.136,-19.206028,-20.843584
-99,53.2261917,-27.873034,0.836925,0.8151,2.3721,4.90919,2,0.309444,0.448431,0.8,0.0237855,0.0140932,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,2.71,0.836925,0.010862,-93.7944,-1.3974,1.239,-18.25819,-19.452964
7605,53.07516,-27.8730197,0.459371,2.913,0.2253,0.218049,0,0.204342,0.09313,0.2,0.00915767,0.0112975,,,-1,0.859,-1.0,3,0.859,7.97,0.30552,0.29801,0.0075158,1.69,0.459371,0.0892154,-21.2954,-0.1609,1.127,-16.566017,-17.567794
-99,53.1378738,-27.8726359,3.31224,4.293,7.9355,80411.4,2,0.107142,632.864,0.8,0.000611795,-0.00811398,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.2701,3.31224,1.38632,-0.0,-2.2261,0.0,-20.124613,-21.114014
7708,53.1901238,-27.872582,0.205791,0.2886,2.5239,2.50665,0,0.020682,0.0147067,0.2,0.0154529,0.0335829,,,-1,0.9995,-1.0,3,0.9995,7.72,0.49424,0.43716,0.05708,1.49,0.205791,0.117087,-21.3767,-1.9782,0.359,-16.299106,-16.795954
7723,53.0636159,-27.8725379,0.014343,0.01591,5.7918,4.81848,2,0.081756,0.0546323,1.1,-0.00307136,0.0431103,,,-1,0.7519,-1.0,3,0.7519,7.52,-99.0,-99.0,0.019948,0.51,0.014343,0.000878901,-1.10949,-1.852,0.475,-12.502275,-14.283374
7725,53.2369994,-27.8724687,0.0817269,0.1149,0.7259,0.720846,0,0.19797,0.0844473,0.0,0.0275177,0.0738348,,,-1,0.5131,-1.0,3,0.5131,7.33,-99.0,-99.0,0.025415,0.68,0.0817269,0.00829113,-2.08269,-1.458,0.818,-15.349116,-15.860282
-99,53.1646571,-27.8724322,0.0,0.0,6.5369,54729.1,2,0.018,93.6037,0.8,0.00114924,0.00250377,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-15.216781,-17.549007
-99,53.049151,-27.8723215,0.528308,0.495,0.254,0.344728,0,0.218016,0.111834,0.8,-99.0,-99.0,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,1.84,0.528308,0.00549936,-20.5366,-1.9846,0.413,-17.88049,-18.364603
7834,53.1831256,-27.8719392,0.0386572,0.05815,1.5534,1.46738,0,0.032226,0.0175365,0.0,0.0209173,0.0508218,,,-1,0.8702,-1.0,3,0.8702,7.81,-99.0,-99.0,0.029724,0.61,0.0386572,0.00484657,-1.70526,-1.394,0.855,-14.442608,-15.229503
-99,53.2306368,-27.8718238,12.5423,18.83,3.2508,19499.7,2,0.018,84.3835,0.8,0.00275531,0.00546618,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,5.42,12.5423,2.01118,-0.0,-1.3817,0.899,-19.683473,-20.616064
7862,53.084218,-27.8718093,2.26451,2.84,5.0725,3.40089,2,0.03012,0.0162561,0.0,0.00216635,0.0327656,,,-1,0.5495,-1.0,3,0.5495,6.68,0.65266,0.64806,0.0045954,4.04,2.26451,0.25877,-856.804,-1.6216,0.714,-19.098353,-20.719226
7979,53.0796805,-27.8716165,0.0218324,0.04238,8.0,6.85222,2,8.84028,5.58722,0.9,0.0319508,0.0491599,,,-1,0.9805,-1.0,3,0.9805,8.8,0.34575,0.085405,0.26035,0.4,0.0218324,0.00232378,-0.571347,-1.1232,0.956,-13.255424,-14.239915
7924,53.1499049,-27.8715328,2.50212,2.81,0.2601,0.576168,2,0.166098,0.179019,0.1,0.00287266,0.0420136,,,-1,0.9362,-1.0,3,0.9362,7.83,0.31463,0.29749,0.017137,4.21,2.50212,0.0148897,-0.0,-1.7031,0.637,-18.752284,-18.657852
-99,53.1057617,-27.8714204,0.0,0.0,0.2,1596.85,2,0.786678,2038.9,0.8,0.00262888,-9.36512e-05,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-19.751675,-19.249632
-99,53.0660264,-27.871341,35.9807,21.11,0.203,0.726178,2,1.09993,1.24906,0.8,0.011432,-0.0231096,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,9.1401,35.9807,29.3156,-0.0,-1.3477,0.92,-20.327058,-20.203987
-99,53.0505219,-27.871103,0.0,0.0,8.0,36.5215,2,0.018,0.0585607,0.8,-99.0,-99.0,,,-1,0.5041,-1.0,3,0.5041,10.56,3.1857,2.7815,0.40419,-1.0,0.0,0.0,0.0,0.0,0.0,-18.687185,-18.494708
8117,53.1535187,-27.8705875,0.0365334,0.05345,0.2,0.148174,2,0.163584,0.0558224,0.3,0.0178423,0.0803494,,,-1,0.714,-1.0,3,0.714,7.58,1.0068,0.97095,0.035844,0.57,0.0365334,0.0050412,-1.46752,-1.4378,0.83,-14.46716,-15.38019
