FIELD_x,ID,RA,DEC,Z_50_x,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB,FIELD_y,RA_x,DEC_x,Z_50_y,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,DL,restUjohnson,restVjohnson,PAB_FLUX_LIMIT,PAB_L_LIMIT,PAB_SFR_LIMIT,PAB_SFR_EX2_LIMIT,RAND,PAB_FLUX_LIMIT_RAND,PAB_L_LIMIT_RAND,PAB_SFR_LIMIT_RAND,PAB_SFR_EX2_LIMIT_RAND
GN4,16797,189.27242902,62.22464058399999,0.2587496779048298,0.07387404431264535,2.87808456070334,3.2317890621949497,16137.170870739918,GN4,189.27242902,62.22464058399999,0.2587496779048298,16797,0.0152009,0.03254,1.2551,2.80685,0,0.675282,0.803082,0.2,0.36457,1.13727,-13.443202,-14.777993,0,0.26807,-1.0,2,0.2558,8.02,-99.0,-99.0,0.034295,0.13,0.0152009,0.00247208,-0.0333741,-1.0685,0.969,1326.7151026301267,,,3.2317890621949497,6.805981775523222e+39,-0.187109218155328,1.6310214798563134,0.513078509053492,1.6581615136063677,3.4920029820306925e+39,-0.47692539409622015,1.3412053039154213
GN3,35536,189.31465882,62.330221497,0.1089281340240069,0.20452288163203472,2.51037311928917,1.2080836938252901,14216.458678187768,GN3,189.31465882,62.330221497,0.1089281340240069,35536,0.0734123,0.1357,3.121,2.60711,0,1.96949,1.27115,0.1,0.9045,1.95384,-14.91623,-15.917236,0,0.1578,0.1578,1,0.0735,7.56,0.025213,0.00064343,0.02457,0.16,0.0734123,0.00589591,-0.054728,-1.1523,0.949,509.89098357763925,,,1.2080836938252901,3.757890458752421e+38,-1.4450558835896032,-0.3108247142767864,2.1897692521979835,2.645424526820383,8.228912979704225e+38,-1.1046575302914476,0.029573639021369225
GN7,15930,189.09044473,62.220474693,0.2365629944780824,0.017258280733643255,2.49059371450748,0.751345392662771,15852.737589209017,GN7,189.09044473,62.220474693,0.2365629944780824,15930,0.141674,0.1768,1.0267,0.179617,0,0.688254,0.0531946,0.1,0.70591,2.26876,-16.343982,-17.271641,0,0.2665,0.2665,1,0.2573,8.46,0.13652,0.054341,0.082177,0.27,0.141674,0.0219148,-0.201113,-1.7124,0.617,1198.0470761792312,,,0.751345392662771,1.2902676955864202e+39,-0.9093201760147736,-0.06061033188970033,0.16578324054692106,0.12456047396563302,2.13904759747325e+38,-1.6897795515247864,-0.8410697073997132
GS3,34819,53.13149268600193,-27.74853386399987,0.2158582468274464,0.4792117482076446,2.45681672629439,0.5608947086310759,15587.302724327863,GS3,53.13149268600193,-27.74853386399987,0.2158582468274464,34819,763.708,812.6,0.2,0.00219963,2,0.027942,8.0105e-05,1.0,1.0564,10.8636,,,0,-1.0,0.0,0,0.2081,7.17,-99.0,-99.0,-99.0,4.6958,763.708,38.0712,-0.0,-1.9461,0.376,1080.289903018861,25.708529,22.942365,0.5608947086310759,7.83167047944822e+38,-1.1261455939281007,-4.009072933879472,1.40453305923764,0.7877951610238098,1.0999840097440523e+39,-0.9786136280512281,-3.8615409680025996
GS5,39828,53.11169283099802,-27.72462953199791,0.2450334188154798,0.07312113984015532,2.4166654432459698,1.51374203677997,15961.328429214453,GS5,53.11169283099802,-27.72462953199791,0.2450334188154798,39828,0.00172265,0.02648,0.7597,0.129209,0,0.307428,0.014851,0.1,0.197141,0.604391,,,-1,0.1321,-1.0,3,0.1321,7.26,-99.0,-99.0,0.0029058,0.11,0.00172265,0.000239348,-0.0225978,0.7584,1.459,1246.8703182819802,-12.290823,-13.695811,1.51374203677997,2.8157031977656516e+39,-0.5704131259383018,2.1933898255801574,0.7134651287838248,1.0800021572167107,2.0089060446108976e+39,-0.7170403744818259,2.0467625770366333
GS2,48026,53.159321137,-27.685217448,0.07560964962673439,1.2185424725767213,2.29437943876214,1.75870006645224,13789.315708214735,GS2,53.159321137,-27.685217448,0.07560964962673439,48026,0.00154927,2.547,1.1651,0.287136,0,0.64698,0.0782234,0.2,0.10178,0.384513,,,-1,0.144,-1.0,3,0.144,7.3,-99.0,-99.0,0.001494,0.2,0.00154927,0.00163759,-0.094367,3.9143,1.462,345.90674663701395,-13.009056,-14.589285,1.75870006645224,2.517690113499197e+38,-1.6189977254908285,1.190875163211048,0.2803322865885161,0.4930204110519317,7.057898264385307e+37,-2.17132460604045,0.6385482826614264
GS3,40188,53.178022096,-27.72296415500001,0.2093092656089916,0.12894950021023285,2.27920678913115,0.961693582562975,15503.344785107272,GS3,53.178022096,-27.72296415500001,0.2093092656089916,40188,0.00316208,0.003951,0.6769,0.112382,0,0.432852,0.0223734,0.0,0.167093,0.478178,,,-1,0.1518,-1.0,3,0.1518,7.42,0.008957,0.0026557,0.0063012,0.11,0.00316208,0.000414409,-0.0225978,-1.6775,0.649,1043.5176511988507,-12.397073,-13.391714,0.961693582562975,1.2529355919612671e+39,-0.9220712536465214,1.577955893053605,0.8031298598929184,0.7723648322237209,1.0062699864267031e+39,-1.0172854806279261,1.4827416660722004
GS4,18761,53.14989774586259,-27.82389668194698,0.256136065183405,0.06881047118634859,2.23446462934744,0.8850299866894401,16103.664355651252,GS4,53.14989774586259,-27.82389668194698,0.256136065183405,18761,0.422354,1.291,0.7099,0.0102517,0,0.36588,0.00167388,0.1,2.06727,5.32544,,,0,0.238,-1.0,2,0.2447,8.6,0.24307,0.019618,0.22345,0.23,0.422354,0.0607715,-0.133758,-0.7613,1.014,1311.4265500031079,-17.075688,-17.880818,0.8850299866894401,1.8211191384951086e+39,-0.7596616415205659,-0.3853382531437672,1.3405373279702568,1.186415733530214,2.4412781838337286e+39,-0.6323827298739602,-0.2580593414971614
GS4,19019,53.13836494298956,-27.82245231002167,0.141524239633242,0.02812666558258735,2.23311694203694,1.04188538774052,14634.340752098164,GS4,53.13836494298956,-27.82245231002167,0.141524239633242,19019,0.0814418,0.7225,2.0261,0.0323755,0,0.292776,0.00232497,0.1,1.2391,5.30602,,,0,0.1474,-1.0,2,0.14,8.45,0.02125,0.0037017,0.017549,0.2,0.0814418,0.0145932,-0.094367,0.1878,1.257,676.8169629235784,-16.116683,-17.449072,1.04188538774052,5.7102463641512385e+38,-1.2633451540513008,-0.17419251778451206,0.6091908926682013,0.6347070894156024,3.478630079932644e+38,-1.47859175198991,-0.3894391157231214
GN3,32567,189.32013144,62.30596550600001,0.2016673869477662,0.24052359319268743,2.22812523507875,0.7839799737726371,15405.375900670364,GN3,189.32013144,62.30596550600001,0.2016673869477662,32567,10.6285,13.15,4.8936,1.69942,0,1.01053,0.271641,0.8,0.3461,0.5869,-20.823541,-21.151884,-1,0.1272,-1.0,3,0.1272,6.77,-99.0,-99.0,0.0067283,2.35,10.6285,1.01474,-42.1616,-1.6508,0.673,1000.9012351604745,,,0.7839799737726371,9.396797081929132e+38,-1.047020151366425,-2.0734921282425276,0.4251057368565141,0.3332743844313675,3.9946323476046255e+38,-1.418523185499943,-2.4449951623760455
GN7,20457,189.14395296,62.24235085000001,0.2365374894107167,0.0051004781921182175,2.1792619338711,0.397592178126342,15852.410614245387,GN2,189.14395296,62.24235084999999,0.2165029536977515,20457,0.109531,591.2,4.2341,5.05955,2,0.018,0.00814002,0.3,0.18394,1.99946,-16.207316,-18.425653,0,0.18649,-1.0,2,0.1911,8.82,0.067273,0.063684,0.0035895,0.47,0.109531,0.129417,-0.891083,4.7683,1.462,1083.9223377369694,,,0.397592178126342,5.588903280236135e+38,-1.2726734060797824,-0.31221045880440257,0.5109284339421806,0.20314114891775242,2.8555296004253644e+38,-1.5643133335784398,-0.60385038630306
GN7,20457,189.14395296,62.24235085000001,0.2365374894107167,0.0051004781921182175,2.1792619338711,0.397592178126342,15852.410614245387,GN7,189.14395296,62.24235085000001,0.2365374894107167,20457,0.109531,591.2,4.2341,5.05955,2,0.018,0.00814002,0.3,0.18394,1.99946,-16.207316,-18.425653,0,0.18649,-1.0,2,0.1911,8.82,0.067273,0.063684,0.0035895,0.47,0.109531,0.129417,-0.891083,4.7683,1.462,1197.9006295150466,,,0.397592178126342,6.826087443133114e+38,-1.1858281526488028,-0.22536520537342297,0.7184305656637632,0.2856423734347956,4.9040698630404325e+38,-1.3294433515163888,-0.368980404241009
GS4,20623,53.15782802535228,-27.81475178251794,0.2837762265503452,0.02736311781752491,2.16950576858886,1.4342458447818198,16458.011224375427,GS4,53.15782802535228,-27.81475178251794,0.2837762265503452,20623,53.599,103.6,3.2794,0.160204,0,0.507954,0.0189798,0.9,0.678306,1.38291,,,0,0.2443,-1.0,3,0.2443,7.71,0.092574,0.023278,0.069296,2.57,53.599,7.03246,-66.215,-1.142,0.952,1474.8529576010974,-22.068922,-22.305793,1.4342458447818198,3.7326174014136326e+39,-0.44798652359376234,-2.1771432107019573,1.360972901840003,1.9519697293246798,5.079991136260403e+39,-0.31413704548705823,-2.043293732595253
GS3,42593,53.155797828,-27.71195152799999,0.2447388634159697,0.018347940816205083,2.10359105278168,0.7670305819894769,15957.552228992732,GS2,53.155797828,-27.71195152799999,0.242599890108785,42593,0.130418,0.2694,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,0.96,1232.8054151525455,-16.03573,-17.124577,0.7670305819894769,1.3947429530474888e+39,-0.8755058241892044,0.009156639927269339,1.8035683124690578,1.3833920523709202,2.5155141941559696e+39,-0.6193732277613222,0.26528923635515156
GS3,42593,53.155797828,-27.71195152799999,0.2447388634159697,0.018347940816205083,2.10359105278168,0.7670305819894769,15957.552228992732,GS3,53.155797828,-27.71195152799999,0.2447388634159697,42593,0.130418,0.2694,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,0.96,1245.1662663566403,-16.03573,-17.124577,0.7670305819894769,1.42285223983992e+39,-0.866840198126603,0.0178222659898708,0.7806210590962561,0.5987602252718432,1.1107084224013188e+39,-0.974399934904234,-0.08973747078776029
GS2,42593,53.155797828,-27.71195152799999,0.242599890108785,0.021750392345742966,1.14762184696477,0.7162030943778931,15930.130591194622,GS2,53.155797828,-27.71195152799999,0.242599890108785,42593,0.130418,0.2694,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,0.96,1232.8054151525455,-16.03573,-17.124577,0.7162030943778931,1.3023199365055779e+39,-0.9052823110134085,-0.020619846896934746,0.6385039790949542,0.45729852560040374,8.315364615134995e+38,-1.1001187029243908,-0.2154562388079171
GS2,42593,53.155797828,-27.71195152799999,0.242599890108785,0.021750392345742966,1.14762184696477,0.7162030943778931,15930.130591194622,GS3,53.155797828,-27.71195152799999,0.2447388634159697,42593,0.130418,0.2694,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,0.96,1245.1662663566403,-16.03573,-17.124577,0.7162030943778931,1.328566553855929e+39,-0.896616684950807,-0.011954220834333285,1.4866861971264935,1.0647692547508971,1.9751615575815216e+39,-0.7243973756341902,0.1602650884822836
GS3,38727,53.177301217,-27.730087614,0.1908128143263283,0.04364668682730262,2.00616588853833,1.20052785793792,15266.22027966353,GS3,53.177301217,-27.730087614,0.1908128143263283,38727,0.0396817,0.05142,1.0206,0.0557097,0,0.503904,0.0102188,0.1,0.438501,1.26476,,,0,0.24857,-1.0,2,0.2042,8.02,0.068079,0.021714,0.046366,0.2,0.0396817,0.0060676,-0.094367,-1.6345,0.687,940.915277464524,-14.910141,-15.893501,1.20052785793792,1.2716444837220387e+39,-0.9156342883248101,0.4857754422251992,1.3093481973225736,1.571908986626546,1.6650254123966464e+39,-0.7985791337015584,0.6028305968484509
GN4,31871,189.24789322,62.30155943099999,0.209263392386002,0.11809579995098489,1.95582305832163,0.623765724383543,15502.756690388544,GN3,189.24789322,62.30155943099998,0.2412158021721158,31871,0.000764647,0.01176,0.9829,0.538694,0,0.205308,0.0273815,0.7,0.11023,0.39551,-11.582007,-12.72675,-1,0.2377,-1.0,3,0.2377,7.4,-99.0,-99.0,0.0086066,0.09,0.000764647,0.000106241,-0.0142719,0.7584,1.459,1224.8195819762452,,,0.623765724383543,1.1195878536206857e+39,-0.9709418218297827,2.145597189204293,0.25855797069870945,0.1612795998880194,2.894783634510883e+38,-1.5583838912973746,1.5581551197367012
GN4,31871,189.24789322,62.30155943099999,0.209263392386002,0.11809579995098489,1.95582305832163,0.623765724383543,15502.756690388544,GN4,189.24789322,62.30155943099999,0.209263392386002,31871,0.000764647,0.01176,0.9829,0.538694,0,0.205308,0.0273815,0.7,0.11023,0.39551,-11.582007,-12.72675,-1,0.2377,-1.0,3,0.2377,7.4,-99.0,-99.0,0.0086066,0.09,0.000764647,0.000106241,-0.0142719,0.7584,1.459,1043.2608883060773,,,0.623765724383543,8.122688302896966e+38,-1.110300211905276,2.0062387991287998,0.07635935461170633,0.04763034814283084,6.202432365212685e+37,-2.2274379628195717,0.8891010482145041
GN3,31871,189.24789322,62.30155943099998,0.2412158021721158,0.19104045144521656,1.71645440489764,2.46671592627391,15912.386583846524,GN3,189.24789322,62.30155943099998,0.2412158021721158,31871,0.000764647,0.01176,0.9829,0.538694,0,0.205308,0.0273815,0.7,0.11023,0.39551,-11.582007,-12.72675,-1,0.2377,-1.0,3,0.2377,7.4,-99.0,-99.0,0.0086066,0.09,0.000764647,0.000106241,-0.0142719,0.7584,1.459,1224.8195819762452,,,2.46671592627391,4.427471855909226e+39,-0.37384419080692766,2.742694820227148,1.063118567759024,2.6224115026086934,4.7069275382476056e+39,-0.3472624874765913,2.7692765235574845
GN3,31871,189.24789322,62.30155943099998,0.2412158021721158,0.19104045144521656,1.71645440489764,2.46671592627391,15912.386583846524,GN4,189.24789322,62.30155943099999,0.209263392386002,31871,0.000764647,0.01176,0.9829,0.538694,0,0.205308,0.0273815,0.7,0.11023,0.39551,-11.582007,-12.72675,-1,0.2377,-1.0,3,0.2377,7.4,-99.0,-99.0,0.0086066,0.09,0.000764647,0.000106241,-0.0142719,0.7584,1.459,1043.2608883060773,,,2.46671592627391,3.212161845012618e+39,-0.513202580882421,2.603336430151655,0.460700670152342,1.1364176803098454,1.479845114635097e+39,-0.8497837368883623,2.2667552741457135
GS2,49771,53.140583777,-27.67298104899999,0.2749025730921826,0.049702848588614755,1.94538182949105,0.626648079476518,16344.25098704178,GS2,53.140583777,-27.67298104899999,0.2749025730921826,49771,0.00139683,4.641,1.1761,0.0999575,0,0.177024,0.00421001,0.0,0.179645,0.709814,,,0,0.24545,-1.0,2,0.2113,7.97,0.063324,0.046384,0.016939,0.11,0.00139683,0.00158694,-0.0225978,4.4179,1.462,1421.969324773514,-12.344618,-13.889921,0.626648079476518,1.5159909114661274e+39,-0.8393034023398158,2.015553043768231,0.649604836835058,0.40707362342134595,9.847950286863847e+38,-1.02665415241988,1.8282022936881668
GS3,35433,53.14152524699999,-27.745829142,0.2563797685002024,0.01788699191841885,1.92699766753314,1.31215388335459,16106.788632172596,GS3,53.14152524699999,-27.745829142,0.2563797685002024,35433,0.203143,0.2201,1.1426,0.035694,0,0.864042,0.0152462,0.1,1.13647,3.17359,,,0,0.26934,-1.0,2,0.2728,8.45,-99.0,-99.0,0.12115,0.29,0.203143,0.0159628,-0.241874,-1.9494,0.372,1312.8506424054515,-17.078068,-17.878022,1.31215388335459,2.7058756923729773e+39,-0.5876921587201096,0.10450597948947904,0.14170191127675985,0.185934713160568,3.8342775728657684e+38,-1.4363164506649397,-0.7441183124553511
GS3,37608,53.17089271399998,-27.73565032400001,0.1599141702341826,0.09326119617956592,1.92071620732818,1.29856289506399,14870.099662402221,GS3,53.17089271399998,-27.73565032400001,0.1599141702341826,37608,0.0160059,0.01837,2.0969,0.206129,1,0.527202,0.0340905,0.0,0.525783,1.17766,,,0,0.1474,-1.0,2,0.1522,7.44,-99.0,-99.0,0.014553,0.14,0.0160059,0.00193278,-0.0397656,-1.8672,0.459,773.739955227925,-14.159971,-15.089936,1.29856289506399,9.301338857118669e+38,-1.0514545335526861,0.7442653672208659,1.6216868222621812,2.1058623348039003,1.5083858653984526e+39,-0.8414875458820532,0.9542323548914988
GS3,36001,53.153962855,-27.74363426099999,0.012110419801684,0.092992632257246,1.90531486792616,0.43695056585738906,12975.255581857587,GS3,53.153962855,-27.74363426099999,0.012110419801684,36001,0.0242456,82.22,0.2,0.00855036,2,0.038538,0.000470353,0.4,0.00555057,0.749118,,,0,-1.0,-1.0,0,0.5962,9.74,-99.0,-99.0,-99.0,0.59,0.0242456,0.0222909,-1.5914,4.4998,1.462,52.87056703694138,-15.897177,-18.415116,0.43695056585738906,1.46134470992459e+36,-3.8552473282409068,-2.239880264205954,0.03629589419408641,0.01585951150640598,5.30408129725108e+34,-5.295389827989986,-3.680022763955033
GN4,24641,189.3232745008023,62.26296473866948,0.2174291706742333,0.10668770524723223,1.8964846062565202,1.09126470278717,15607.441968043671,GN4,189.3232745008023,62.26296473866948,0.2174291706742333,24641,0.0884277,0.1845,1.4091,2.23068,0,0.344256,0.246169,0.3,0.36498,0.88004,-15.309505,-16.059005,0,0.26681,-1.0,2,0.2612,7.65,0.074458,0.02961,0.044847,0.24,0.0884277,0.013257,-0.148928,-1.0839,0.966,1089.1447567972584,,,1.09126470278717,1.5487943207275316e+39,-0.8300062525468022,0.22340541826865024,0.42737108908561494,0.46637498451084275,6.619099156189403e+38,-1.1992011129949915,-0.14578944217953915
GS3,36000,53.169500085,-27.743838603,0.190637011895271,0.0996188568062181,1.83705040089016,0.844436340681389,15263.966492497373,GS3,53.169500085,-27.743838603,0.190637011895271,36000,0.00261955,1.747,1.5666,0.154566,0,0.244254,0.00982672,0.0,0.156784,0.622987,,,-1,0.143,-1.0,3,0.143,7.42,-99.0,-99.0,0.0024091,0.18,0.00261955,0.00243689,-0.0728296,3.2776,1.462,939.9490535801662,-13.438389,-14.812509,0.844436340681389,8.926227967671731e+38,-1.0693320258712902,1.5124412817792336,1.6952134925379456,1.43149987831246,1.513186208826668e+39,-0.8401076255195079,1.741665682131016
GS4,21260,53.153119714,-27.812084315,0.2054905893121175,0.01093173824710827,1.7992556067727798,0.961277899426799,15454.389354981346,GS4,53.153119714,-27.812084315,0.2054905893121175,21260,0.158663,0.2554,0.5492,0.0327522,0,0.325134,0.00446534,0.0,1.05439,1.70886,,,0,0.2128,0.2128,1,0.2202,7.46,0.11149,0.011607,0.099885,0.21,0.158663,0.0221784,-0.106516,-1.3277,0.887,1022.1825379237562,-16.078262,-16.4859,0.961277899426799,1.2017062003253538e+39,-0.9402016980353167,-0.1406773597031622,0.44324646868789985,0.4260830343486508,5.32652029694567e+38,-1.293556413740852,-0.4940320754086974
GN3,34903,189.22579457,62.323885732,0.164251245088491,0.40194880566415153,1.76599933035758,0.73614487832391,14925.700962034454,GN3,189.22579457,62.323885732,0.164251245088491,34903,0.0389774,0.04905,0.6275,0.327278,0,0.244656,0.0266921,0.0,0.17117,0.56361,-15.019243,-15.906856,-1,0.1789,-1.0,3,0.1789,7.43,-99.0,-99.0,0.0080695,0.28,0.0389774,0.00481948,-0.220867,-1.654,0.67,796.8810675876462,,,0.73614487832391,5.592973245892202e+38,-1.2723572581237832,0.13682987588149942,0.17614764095402127,0.12967018371714176,9.851890431828664e+37,-2.026480426828556,-0.6172932928232733
GN3,34903,189.22579457,62.323885732,0.164251245088491,0.40194880566415153,1.76599933035758,0.73614487832391,14925.700962034454,GN5,189.22579457,62.323885732,0.1614438605838996,34903,0.0389774,0.04905,0.6275,0.327278,0,0.244656,0.0266921,0.0,0.17117,0.56361,-15.019243,-15.906856,-1,0.1789,-1.0,3,0.1789,7.43,-99.0,-99.0,0.0080695,0.28,0.0389774,0.00481948,-0.220867,-1.654,0.67,781.8896183105886,,,0.73614487832391,5.384515327029329e+38,-1.2888533824811006,0.12033375152418202,1.0404171354962108,0.765897745615969,5.602142012583297e+38,-1.271645886140881,0.13754124786440158
GS2,47951,53.143486725,-27.685681664,0.2501596092104214,0.006331500541430469,1.74517793393376,0.326565377096318,16027.046190077603,GS2,53.143486725,-27.685681664,0.2501596092104214,47951,0.0317421,0.03739,0.2,0.00279578,2,0.035958,0.000123687,0.0,5.67101,12.3516,,,0,-1.0,-1.0,0,0.0618,7.72,-99.0,-99.0,-99.0,0.08,0.0317421,0.00394198,-0.0109444,-1.8035,0.526,1276.597847053989,-15.19545,-16.263697,0.326565377096318,6.367526819749951e+38,-1.2160292171307603,0.28233512736148203,0.909633608865602,0.2970548424986799,5.792116400597656e+38,-1.2571627189743637,0.2412016255178786
GN4,27689,189.25178857,62.27917241099998,0.1075989215276381,0.10442632387769346,1.7394850750542,0.8697092024416689,14199.41817398432,GN3,189.25178857,62.279172411,0.1076127172138365,27689,0.00363995,0.02798,1.4337,0.204505,0,0.35895,0.0245804,0.0,0.59078,1.82769,-12.755035,-14.108228,0,0.11349,-1.0,2,0.1132,7.5,-99.0,-99.0,0.0045372,0.08,0.00363995,0.000679598,-0.0109444,0.0331,1.194,503.2879737300313,,,0.8697092024416689,2.6357219923810473e+38,-1.5991003996706326,0.8398041823048268,0.37452493004816756,0.32572777820671367,9.871435948229286e+37,-2.0256196680971,0.4132849138783592
GN4,27689,189.25178857,62.27917241099998,0.1075989215276381,0.10442632387769346,1.7394850750542,0.8697092024416689,14199.41817398432,GN4,189.25178857,62.27917241099998,0.1075989215276381,27689,0.00363995,0.02798,1.4337,0.204505,0,0.35895,0.0245804,0.0,0.59078,1.82769,-12.755035,-14.108228,0,0.11349,-1.0,2,0.1132,7.5,-99.0,-99.0,0.0045372,0.08,0.00363995,0.000679598,-0.0109444,0.0331,1.194,503.2187788852121,,,0.8697092024416689,2.6349972946073314e+38,-1.5992198263481043,0.839684755627355,0.4548279047202905,0.39556801426249927,1.1984702984498865e+38,-1.9413727245666337,0.49753185740882566
GN3,27689,189.25178857,62.279172411,0.1076127172138365,0.10421725829055514,1.7374843125853399,0.8691447486869861,14199.595034681384,GN3,189.25178857,62.279172411,0.1076127172138365,27689,0.00363995,0.02798,1.4337,0.204505,0,0.35895,0.0245804,0.0,0.59078,1.82769,-12.755035,-14.108228,0,0.11349,-1.0,2,0.1132,7.5,-99.0,-99.0,0.0045372,0.08,0.00363995,0.000679598,-0.0109444,0.0331,1.194,503.2879737300313,,,0.8691447486869861,2.634011370979408e+38,-1.599382354528771,0.8395222274466883,0.8148016120276986,0.7081805423155653,2.1461967111733095e+38,-1.6883304749786987,0.7505741069967606
GN3,27689,189.25178857,62.279172411,0.1076127172138365,0.10421725829055514,1.7374843125853399,0.8691447486869861,14199.595034681384,GN4,189.25178857,62.27917241099998,0.1075989215276381,27689,0.00363995,0.02798,1.4337,0.204505,0,0.35895,0.0245804,0.0,0.59078,1.82769,-12.755035,-14.108228,0,0.11349,-1.0,2,0.1132,7.5,-99.0,-99.0,0.0045372,0.08,0.00363995,0.000679598,-0.0109444,0.0331,1.194,503.2187788852121,,,0.8691447486869861,2.633287143544948e+38,-1.5995017812062429,0.8394028007692165,0.9158089370297195,0.7959705284199915,2.411587899823925e+38,-1.6376969038798705,0.8012076780955888
GN2,12088,189.25355121,62.20206570300001,0.2155408691691401,0.11942271724596482,1.71594168790195,1.00126223691001,15583.233942748375,GN2,189.25355121,62.20206570300001,0.2155408691691401,12088,0.0249626,0.02821,1.2473,0.141899,0,0.465666,0.0232938,0.2,0.20164,0.58568,-14.569841,-15.510813,-1,0.2098,-1.0,3,0.2098,7.51,-99.0,-99.0,0.011232,0.25,0.0249626,0.00303951,-0.165181,-1.9119,0.412,1078.5025369575185,,,1.00126223691001,1.393421823492811e+39,-0.8759173919152161,0.7267927904219007,0.7970833611459716,0.7980894691847648,1.1106733505637984e+39,-0.9744136484456831,0.6282965338914337
GS2,42937,53.110508708,-27.71023274299998,0.01758642722006354,3.1157119120907955,1.67912031292051,1.11039354617976,13045.457996961213,GS2,53.110508708,-27.71023274299998,0.01758642722006354,42937,0.00627784,0.00615,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,0.204,77.10089345881099,-13.166974,-13.954686,1.11039354617976,7.897473542085919e+36,-3.1225118203826554,-0.9203220632531162,0.49300456294882933,0.5474290849355533,3.893490492016011e+36,-3.429660881522615,-1.2274711243930758
GS2,42937,53.110508708,-27.71023274299998,0.01758642722006354,3.1157119120907955,1.67912031292051,1.11039354617976,13045.457996961213,GS5,53.110508708,-27.710232743,0.1159884694920862,42937,0.00627784,0.00615,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,0.204,545.5102005257323,-13.166974,-13.954686,1.11039354617976,3.953439616239662e+38,-1.423024890111499,0.7791648670180402,0.7523468272326203,0.8354010614479205,2.9743577519336574e+38,-1.5466067962893604,0.6555829608401789
GS5,42937,53.110508708,-27.710232743,0.1159884694920862,0.48191934903893424,1.47808636527166,1.20683672899802,14306.972178888547,GS2,53.110508708,-27.71023274299998,0.01758642722006354,42937,0.00627784,0.00615,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,0.204,77.10089345881099,-13.166974,-13.954686,1.20683672899802,8.583408260674835e+36,-3.086340230229183,-0.8841504730996439,1.044180711104682,1.2601556338724007,8.96262934133325e+36,-3.067564563896312,-0.8653748067667726
GS5,42937,53.110508708,-27.710232743,0.1159884694920862,0.48191934903893424,1.47808636527166,1.20683672899802,14306.972178888547,GS5,53.110508708,-27.710232743,0.1159884694920862,42937,0.00627784,0.00615,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,0.204,545.5102005257323,-13.166974,-13.954686,1.20683672899802,4.296815440947695e+38,-1.3868532999580268,0.8153364571715125,0.3338498127925916,0.4029022160472126,1.434491030564705e+38,-1.8633021629205544,0.33888759420898484
GS3,34682,53.15581561199998,-27.749144039,0.1040482993612412,0.10993337493545309,1.56574353321087,1.26657837485782,14153.899197811113,GS3,53.15581561199998,-27.749144039,0.1040482993612412,34682,0.00523458,0.03803,1.0794,0.0374852,0,0.638094,0.00975548,0.2,0.621609,2.21734,,,0,0.13769,-1.0,2,0.1224,7.93,0.012353,0.0020343,0.010319,0.09,0.00523458,0.000990412,-0.0142719,-0.0253,1.172,485.44833443409635,-13.041504,-14.517469,1.26657837485782,3.571170033469377e+38,-1.467189471330748,0.8139286871624796,0.3030956635249389,0.3838944129338698,1.0824061508547791e+38,-1.9856097484922017,0.2955084100010259
